tweet_id,athlete_display_name,raw_content,gold_sentiment,final_sentiment,agreement_status
1454390322344050690,Virat Kohli,"@BluntIndianGal Virat Kohli press conference
https://t.co/8xVCV7z9Zo",neutral,neutral,majority_agreement
1399614887765188610,Sushil Kumar,"Wrestler Sushil Kumar's arms license suspended, says Delhi Police

https://t.co/03K8J1w5A8 https://t.co/pRkx2gKHYa",negative,negative,full_agreement
1405053547520032773,Sushil Kumar,"Delhi Police arrest judo coach Subhash in connection with the killing of 23-year-old Sagar Rana at Chhatrasal Stadium.

Wrestler Sushil Kumar is already in judicial custody after a Delhi court extended his remand till June 25. https://t.co/nYktdKBagD",negative,negative,full_agreement
889391982438739968,Harmanpreet Kaur,Punjab Chief Minister Capt. Amarinder Singh has offered star woman cricketer Harmanpreet Kaur the DSP’s position i… https://t.co/w0rAlV6PRO https://t.co/NxPCiyA6h1,positive,positive,majority_agreement
889144291561320448,Harmanpreet Kaur,"Welldone Harmanpreet Kaur🙏🙏
50 runs
your job is not done yet
Go get the bigger one 100
And get the cup home
#IndWvEngW #WWC17 #WWC17Final",positive,positive,full_agreement
318644707934732288,Vijender Singh,#ABPNews run this ad every 15 mints. @fakingnews Vijender Singh to join Dera Sacha Sauda. #DrugNaLenaRe,negative,negative,full_agreement
1454459350328643584,Virat Kohli,"That Virat Kohli, arguably one of the most influential Indians today, backed Shami in clear, unequivocal terms makes him a champ in my book. As he said, “Our brotherhood cannot be shaken.” Bravo",positive,positive,full_agreement
1670675699169124353,Sakshi Malik,"@SakshiMalik अभी न जाने कितनी सफाई देनी पड़ेगी और न जाने कितने सवालों का जबाब देना होगा आपको देश की जनता को। 
# फेज-2 में अपने मददगार/साथी/रिश्तेदार/बहन बबीता और तीरथ राणा, सरकार, खेल मंत्रालय, जांच एजेंसी, कोर्ट और सिस्टम को ठेंगा दिखाकर केवल विपक्षी नेताओं व खाप पंचायतो का मोहरा क्यों बनी?",negative,negative,full_agreement
1394849076584321026,Sushil Kumar,Delhi court denies pre-arrest bail to wrestler Sushil Kumar https://t.co/q8wZKIlGuf,negative,negative,full_agreement
1674181865857589248,Sakshi Malik,@pradeepsoni178 @SakshiMalik @AmanChopra_ @AshokShrivasta6 @BJP4India @capt_mishra @SushantBSinha @AMISHDEVGAN @bhauwankhade @vinodkapri @sakshijoshii @ajitanjum सिम्पेथि,neutral,neutral,majority_agreement
1454158461021954051,Virat Kohli,"🇵🇰Captain Babar Azam completed his 1000 runs in his 26th innings.He Broke the record of 🇮🇳Indian captain Virat kohli .Kohli completed his 1000 run in 31 innings.
Babar Azam is pride for Pakistan,
#TeamEverGreen 🇵🇰 https://t.co/MaDS7jKPZq",negative,negative,majority_agreement
890000122607697920,Harmanpreet Kaur,Indian Wonder Woman- Harmanpreet Kaur https://t.co/nLq9EgUi24 https://t.co/tw9sWwnoqT,positive,positive,full_agreement
1454426103720779781,Virat Kohli,"After a long period of time Virat Kohli has talked sense.

Truly ""attacking someone over their religion is most pathetic thing a human being can do"".

#viratkholi 
#Kohli 
#Shami",positive,positive,full_agreement
1454423690133708810,Virat Kohli,"You are real hero brother.
#ViratKohli https://t.co/8ExPtvdaz9",positive,positive,full_agreement
340055693438615552,Vijender Singh,"Boxer Vijender Singh to debut on silver screen - Hindustan Times

the movie will be helmed by Kabir Sadanand.... http://t.co/3Rgs1zkluK",positive,positive,majority_agreement
1445292026140893185,Sushil Kumar,"Delhi Police has informed a court that the supplementary charge sheet in the Chhatrasal Stadium murder case involving Olympic medallist wrestler Sushil Kumar will be filed soon

https://t.co/m52PpJqzWD",negative,negative,full_agreement
1454506452937154563,Virat Kohli,"@ShekharGupta @imVkohli Criticising someone merely for their religion is wrong. But Virat Kohli has dropped the ball at the match with Pakistan, going by that performance and past performance, tomorrows match against New Zealand threatens to be a wash out. Virat should be more concerned about that.",negative,negative,full_agreement
1402234190951813121,Sushil Kumar,"Jailed Wrestler Sushil Kumar Demands Protein Shake, Exercise Bands https://t.co/UaB2PotU2M",negative,negative,majority_agreement
1396373422045753345,Sushil Kumar,"Sushil Kumar arrested: Olympian Sushil Kumar arrested by Delhi Police in wrestler murder case https://t.co/FjJZ8UmNV5 via @InsideSport. 

SEE HOW.SHAME HE BOUGHT TO OUR COUNTRY. GOVT. PLEASE TAKE BACK HIS MEDALS IMMEDIATELY ..ITS INSULTING TO THE PROFESSION",negative,negative,full_agreement
1453969021166972939,Virat Kohli,"A cricket lover in #Rawalpindi - @msdhoni fan in the stadium during a domestic match - nobody labelled him a traitor, this is what cricket teaches us. Love, respect and peace! https://t.co/vVtnSbQoQk",positive,positive,majority_agreement
906581196271796224,Harmanpreet Kaur,🇮🇳 https://t.co/lKR9gYYcU1 🇮🇳  Harmanpreet Kaur gets job promotion from Railways... https://t.co/X6mGH5JRI2,positive,positive,full_agreement
535410349093445632,Sarita Devi,"#Sachin #Tendulkar supports #Sarita #Devi! Only on #marathisanmaan (link in our bio)
#marathi #boxing… http://t.co/NKKkAc5tPE",positive,positive,full_agreement
547978496598097920,Sarita Devi,Latest news from http://t.co/tIc1XozYkT: Sarita Devi Ban: High Court Seeks Boxing India's Response - Latest news... http://t.co/Wm03sHf23P,neutral,neutral,majority_agreement
1454085093018902529,Virat Kohli,Now Virat Kohli is becomes 3rd Most Followed Sports Personality on Instagram in the World.,positive,positive,full_agreement
535072490314137600,Sarita Devi,"Sachin Tendulkar urges government to support Sarita Devi: In a letter to Sports Minister Sarbananda Sonowal, t... http://t.co/6p4BEBUeCp",positive,positive,full_agreement
1672227455313272832,Sakshi Malik,"डायरेक्ट एंट्री पर @DuttYogi ने जताया विरोध. @SakshiMalik @BajrangPunia @Phogat_Vinesh @wfi_wrestling @ianuragthakur
https://t.co/rMq3Dx9eXy",negative,negative,full_agreement
1454402202940936195,Virat Kohli,“Bunch Of Spineless People”: Virat Kohli Blasts Social Media Trolls Who Targetted Mohammed Shami https://t.co/trhOBoL8fy,positive,positive,full_agreement
1773665533679866114,Virat Kohli,"Own the roads and save big with the ultimate experience it delivers.

Don't settle for less and enjoy the Lowest Total Cost of Ownership in the segment with The Wild. Reborn.",positive,positive,majority_agreement
318932513030537218,Vijender Singh,Is he from #CONgress ? :-D RT @IBNLiveRealtime NADA refuses3 to test Vijender Singh for heroin: sources,negative,negative,full_agreement
889040678243622912,Harmanpreet Kaur,Harmanpreet Kaur’s 171* is the most by an Indian woman in a World Cup match. #WomenInBlue Women In Blue,positive,positive,full_agreement
1454463596256129029,Virat Kohli,"@imVkohli @CoachHesson Mr. Virat Kohli! have you guts to ""kneel down"" for #BangladeshiHindus in next match like this? 
Have guts!!?

#BangladeshiHindusLivesMatterToo

#Hindus_Attacked_In_Bangladesh https://t.co/8GUgOoTDxr",negative,negative,full_agreement
889191545856958464,Harmanpreet Kaur,World cup to hara h humne pr me to uske sath apna dil bi haar gya #HarmanPreetKaur ne Dil chura liya By 171* nd 51 . Love u kaur ji,positive,positive,full_agreement
318547331752554496,Vijender Singh,"Vijender Singh took drugs 12 times, won’t be arrested: Police http://t.co/tFziek5q8g",negative,negative,majority_agreement
889489377436499968,Harmanpreet Kaur,Harmanpreet Kaur: India's new cricket star wants to inspire a generation https://t.co/Te0v1zTnJo,positive,positive,full_agreement
893179768878899201,Harmanpreet Kaur,"Cheteshwar Pujara, Harmanpreet Kaur recommended for Arjuna Award | Cricket https://t.co/xev1mFHAT5",positive,positive,full_agreement
1672082322903158784,Sakshi Malik,@SakshiMalik Bhai inko samjao inhoney av hud hi krdi h limit hoti h hur chees ki tm log kya chahtey ho tmhare hato say usko fasi dilwa de ab ....,negative,negative,majority_agreement
1670672745456361472,Sakshi Malik,"बस पहलवान बेटीयों के लिए समय नहीं
@Phogat_Vinesh
@SakshiMalik",negative,negative,majority_agreement
889079953966477319,Harmanpreet Kaur,"""Who is not a fan of Harmanpreet Kaur?"" asked Prime Minister Narendra Modi as he sent out individual wishes to eac… https://t.co/BFS5YXahpx https://t.co/Ablp6i1avO",positive,positive,full_agreement
1402997319302139915,Sushil Kumar,"#Delhi #Court dismisses Wrestler Sushil Kumar’s request for special food , dietry supplements

For full update visit at:-
https://t.co/JBfp44z3Pt",negative,negative,majority_agreement
1408375589883371533,Sushil Kumar,"Wrestler Sushil Kumar Shifted To Tihar Jail
https://t.co/VtlIK5j6C5",neutral,neutral,majority_agreement
532838901174370304,Sarita Devi,Aiba presi lashes out at boxer sarita devi refuses to accept her appology and says she'll be punished heavily@,negative,negative,full_agreement
1671533980603105282,Sakshi Malik,"गोंडा पुलिस स्मार्ट पुलिस पास्को एक्ट के मुलजिम को 15 घंटे में गिरफ्तार किया और
दिल्ली पुलिस 4 महीने में कुछ नहीं कर पाई.
@gondapolice @BajrangPunia @nehafolksinger @Phogat_Vinesh @SakshiMalik @narendramodi @AmitShah @ABVPVoice @aajtak @BBCHindi https://t.co/DIjz967xaO",negative,negative,full_agreement
1674290759095427072,Sakshi Malik,@SakshiMalik Isko kisne thok diya,negative,negative,full_agreement
319669210328489984,Vijender Singh,#TeamFollowBack #FF India's Olympics medal-winning boxer Vijender Singh takes a dope test afte... http://t.co/SNNbYJqfb3 #MarwanHulao :D,negative,negative,majority_agreement
889144892043083778,Harmanpreet Kaur,"#WWC17Final 
#INDvENG 

OMG #Harmanpreetkaur gone
138/3",negative,negative,majority_agreement
319179943936413696,Vijender Singh,"Another drug haul, may sting Vijender Singh: Spelling deeper trouble for Olympic bronze medalist Vijender Sing... http://t.co/Aw1MvPhsVh",negative,negative,full_agreement
1454584279451701250,Virat Kohli,"Now that’s called captaincy and leadership. Strong and clear, no nonsense statement in support of Md Shami. That’s how you shut down a communal narrative.   #ViratKohli",positive,positive,full_agreement
1674097926115565568,Sakshi Malik,"@SakshiMalik Correction: *हर ""देश विरोधी आंदोलन"" में आगे खड़े मिलते हैं।",positive,positive,majority_agreement
1671445097370759168,Sakshi Malik,Video shoot of Pappu 😂🤭 https://t.co/jjDz9AzrXw,neutral,neutral,tie
1395621884029399042,Sushil Kumar,"Sushil Kumar: पहलवान सुशील कुमार का पता चल गया, यूपी के इस जिले में हैं छिपे #SushilKumar #wrestler #meerutnews #cctv https://t.co/SIQgnicOMN",negative,negative,majority_agreement
1443797434862243848,Sushil Kumar,@Saifvin @akshaykumar @yrf 😌😌😌😌😌,neutral,neutral,full_agreement
1396322973829664768,Sushil Kumar,"#BREAKING : Wrestler Sushil Kumar has been arrested by a team of Special Cell, says Neeraj Thakur, Special CP-Special Cell. #SushilKumar https://t.co/FKyC5EIFND",negative,negative,full_agreement
902267051770818561,Harmanpreet Kaur,Harmanpreet Kaur says Arjuna Award will motivate to do better for Indian cricket    #HarmanpreetKaur #ArjunaAward https://t.co/Yfu5b4Z6Gi https://t.co/4DT0xC6h4O,positive,positive,full_agreement
324119626151784448,Vijender Singh,"Vijender Singh's dope test returns negative, Vijender Singh's dope test returns negative for banned substances. #Haryana  #boxing",positive,positive,majority_agreement
1773991077953028444,Harmanpreet Kaur,"Red Tape Casual Sneaker Shoes for Men

Deal price: Rs 1119

MRP: Rs 5599

Buy from here: https://t.co/DaZgF8Un5c

#Ad",neutral,neutral,majority_agreement
889437883370811392,Harmanpreet Kaur,Cricketer Harmanpreet Kaur Offered DSP Post By Punjab Chief Minister Amarinder Singh {EVERY SHOT YIELDED RESULT}https://t.co/fqEFnNj2cm,positive,positive,full_agreement
889131230318403584,Harmanpreet Kaur,"Final: After 19.0 Ov, India Women 59/2. Poonam Raut 28 (45b), Harmanpreet Kaur 10 (34b) #ENGWvINDW #WWC17Final #WWC17",neutral,neutral,majority_agreement
1396336107445309446,Sushil Kumar,Wrestler Sushil Kumar arrested by the Delhi Police in murder case #WrestlerSushilKumar #DelhiPolice #ChhatrasalStadiummurder https://t.co/X1SAPO8erJ,negative,negative,full_agreement
1431332072661131271,Sushil Kumar,"Sushil Kumar Still The Best Wrestler In India, Says Tokyo Olympics Bronze Medallist Bajrang Punia https://t.co/wP9cKvw5oh",positive,positive,full_agreement
889165695174320128,Harmanpreet Kaur,#ICCWomensWorldCup: @capt_amarinder offers Moga girl #HarmanpreetKaur job of DSP in #Punjab police for her fab performance today @INCPunjab,positive,positive,full_agreement
319668247681171458,Vijender Singh,India Olympic boxer takes dope test: India's Olympics medal-winning boxer Vijender Singh takes a dope test after charges that he took...,neutral,neutral,majority_agreement
900855480100298756,Harmanpreet Kaur,"Cricketer Harmanpreet Kaur as DSP of Punjab Police: Captain

Chandigarh:The Punjab cabinet on Thursday approved th… https://t.co/U1oBCAPHoH https://t.co/u9a719O1oK",positive,positive,full_agreement
557829051306762240,Sarita Devi,Agree 100%.Dravid A gentleman. Respect @Sports_NDTV:Sarita Devi Disrespected Opponents by Refusing medal:Rahul Dravid http://t.co/xqm9FQZhvG,negative,negative,majority_agreement
1672190309449515009,Sakshi Malik,"एंटीम- “बजरंग, विनेश का एक-मुकाबले में चयन अनुचित”
#AsianGames #BajrangPunia #BrijBhushanSharanSingh #hindinews #SakshiMalik #SangeetaPhogat #SatyawartKadian #VineshPhogat #wrestlers
https://t.co/Auyqkrcjhp",negative,negative,majority_agreement
1673240765848330240,Sakshi Malik,"@BrijBhushanMP  के खिलाफ पहलवानों ने की आंदोलन खत्म करने की घोषणा, Court में लड़ेंगे लड़ाई; @Phogat_Vinesh -@SakshiMalik  ने Social Media से बनाई दूरी
  #WrestlersProtest #SakshiMalik 
https://t.co/7CgCXM7N79",positive,positive,majority_agreement
1454519022922260483,Virat Kohli,Love ❤❤ #ViratKohli #Anushkasharma #Rohitsharma https://t.co/y0YlSJ1Keh,positive,positive,full_agreement
545144494375448576,Sarita Devi,"Indian ministry bats for Sarita Devi, writes to AIBA to revoke ban: Within hours after the news broke on Wedne... http://t.co/S5k2VPHZvp",positive,positive,full_agreement
1674111573613502465,Sakshi Malik,@njohncamm @SakshiMalik अबे ये कुछ ज्यादा ही हो गया है 🤣🤣🤣🤣,positive,positive,majority_agreement
1673182348106686464,Sakshi Malik,@umang_g @PradipG05843542 @bidishapsgs @SakshiMalik @Phogat_Vinesh Lot of factors to come to thus decision by them,neutral,neutral,majority_agreement
888814131842736128,Harmanpreet Kaur,"And now Australian captain Steve Smith praises Harmanpreet Kaur's knock! What did he say? 
Read details: https://t.co/FZe4Xvezph",positive,positive,full_agreement
532431990440476672,Sarita Devi,"Sarita Devi Faces Long Ban, There Will be Zero Tolerance in Her Case: AIBA: Sarita Devi refused to accept her Asian… http://t.co/ftpjUuUgIC",negative,negative,full_agreement
540096937471377409,Sarita Devi,#Sports Minister Sarbananda #Sonowal urges #AIBA to take #sympathetic view of #Sarita Devi...,positive,positive,full_agreement
545178342228369408,Sarita Devi,Boxer Sarita Devi gets one-year ban for Asian Games outburst - Hindustan Times http://t.co/VfvX0XCdsv,negative,negative,full_agreement
1437688395254300673,Sushil Kumar,"Scuffle in RS in broad daylight but probe impossible?

(✍️: Sushil Kumar)

#Delhi #RajyaSabha #Congress https://t.co/TbwULAPrDJ",negative,negative,full_agreement
1391626785742147585,Sushil Kumar,"Chhatrasal Stadium Brawl: Delhi Police Records Victims' Statements; Hunt on to Trace Wrestler Sushil Kumar 
#ChhatrasalStadium #DelhiPolice #SushilKumar 
https://t.co/58X6mY3DOT",negative,negative,full_agreement
1396133579466448896,Sushil Kumar,Wrestler Sushil Kumar arrested in Chhatrasal Stadium brawl case: Reports | More sports News – Times of India https://t.co/F2bkpedGUh,negative,negative,full_agreement
540107352674811905,Sarita Devi,Sports ministry appeals to  AIBA to revoke boxer Sarita Devi's ban: Sports ministry has appealed to the Amateu... http://t.co/Qbm3TKtC3z,positive,positive,full_agreement
1670701486593175558,Sakshi Malik,"@SakshiMalik Nothing is right with the saffron. In due course of time, to Challengers Deep, they will all go, each and everyone of them",negative,negative,majority_agreement
1438684815369199617,Sushil Kumar,@narendramodi Happy Birthday gurujiii,positive,positive,full_agreement
318656051467649026,Vijender Singh,"Nor is bebo RT @shubHASHISH: Madhur Bhandarkar is not happy.MT @timesnow: In a massive blow to Vijender singh,police confirm he took heroine",negative,negative,full_agreement
1454415264100102144,Virat Kohli,"“To me attacking someone over their religion is the most, I would say, pathetic thing that a human being can do.” - Virat Kohli 👏🏾👏🏾👏🏾👏🏾👏🏾 https://t.co/LajJRxQVqq",positive,positive,full_agreement
1672655601091121152,Sakshi Malik,@SakshiMalik Chup be political bhaand,negative,negative,full_agreement
913724619252781057,Harmanpreet Kaur,"Funclickearn - https://t.co/2KMuOdZt4B
Virat Kohli chats with Harmanpreet Kaur, Smriti Mandhana after loss
Indi... https://t.co/91Wl8aG9hZ",negative,negative,tie
1394624355733098497,Sushil Kumar,"Murder case: Delhi court refuses anticipatory bail to wrestler Sushil Kumar
https://t.co/ALIzcng27j",negative,negative,full_agreement
1671269319517540352,Sakshi Malik,"@BabitaPhogat @b_bhushansharan @AmitShah ये @SakshiMalik एकदम झूठी है अपने आप को कितना भोला दिखा रही है 
ये राजनीति है सब इनकी। 
सब कुछ राजनीति के लिए कर रही है ये मालिक 
हमारे देश की गौरव नई संसद के उद्घाटन के दिन इन्होंने पूरा जोर लगाया 
अड़ंगा डालने की कोशिश की 
सब जानबूझकर किया इन्होंने",negative,negative,full_agreement
540116313763348480,Sarita Devi,Sarita Devi Ban: Sports Ministry Writes to International Boxing Association ... - http://t.co/kvsQMOhfRP http://t.co/QLNEtxylwT,neutral,neutral,majority_agreement
540101318959194112,Sarita Devi,"Just in: Sports ministry writes to AIBA to revoke suspension imposed on boxer Sarita Devi.

#SaritaDevi #AIBA",positive,positive,majority_agreement
1454469385209499655,Virat Kohli,T20 World Cup: Virat Kohli slams trolls of Mohammed Shami as ‘pathetic’ https://t.co/pOOW5vCxAW,positive,positive,full_agreement
888706694343151617,Harmanpreet Kaur,Harmanpreet Kaur 171 Runs Vs Australia Women | India women vs Australia ... https://t.co/rd97sCdqLe via @YouTube,positive,positive,majority_agreement
324142751987941376,Vijender Singh,"Vijender Singh, Boxer, out of competition test for banned substances http://t.co/e4xV9bERji",negative,negative,full_agreement
318718855218335744,Vijender Singh,Sports Ministry asks anti-doping agency to conduct tests on Vijender Singh for alleged drug use http://t.co/SU6LIGUZru,negative,negative,full_agreement
1454069918354141184,Virat Kohli,"ChaseDone ✅😎🤸❤ 
Global Super Star Virat Kohli..!! 😎🤩🌟",positive,positive,full_agreement
1440117276993228800,Sushil Kumar,I would like to rate @gomechanicindia 10/10 for their service. Their Gurgaon workshop is well equipped and Service Buddy Sushil Kumar assisted me quite well! I am impressed.  #CarServiceMadeSmart #GoMechanic,positive,positive,full_agreement
1450011099898671104,Sushil Kumar,"This remind me the words of the then HM. hon sushil kumar shinde
""Safron terrorism"" This is the perfect example",negative,negative,majority_agreement
1425140466694049806,Sushil Kumar,"Rare picture of Sushil Kumar watching
Wrestling match of Tokyo Olympics 2k20. https://t.co/V23f2frLg5",positive,positive,full_agreement
888737899042054144,Harmanpreet Kaur,"After her historic semifinal performance for 🇮🇳, Harmanpreet Kaur's life just got 'crazy'. https://t.co/rWEWgCjNMb",positive,positive,full_agreement
889145223485431808,Harmanpreet Kaur,Excellent batting of the harmanpreet kaur and poonam raut.both of 50 not out,positive,positive,full_agreement
1674274911240728576,Sakshi Malik,@UPTakOfficial @SakshiMalik Ye to social  media se break le rahe the 😂😂,negative,negative,full_agreement
1397080848139100164,Sushil Kumar,"Wrestler Sushil Kumar seemed nervous, changed statements during interrogation: Delhi Police sources | Poll Strategies | Management | Digital Bharat - an Online National Media https://t.co/EetZe9D5OW",negative,negative,full_agreement
1674501226191519744,Sakshi Malik,@SakshiMalik Hum apke sath hai bhai jai bhim,positive,positive,full_agreement
318618534248857601,Vijender Singh,"Vijender Singh took drugs, says #Punjab Police http://t.co/CbCLQ6v40m at #worldsnap #breakingnews #featured #india #topnews #vijendersingh",negative,negative,full_agreement
1454455332495785985,Virat Kohli,@MichaelVaughan Need more people to realise the importance of under pressure inning’s played by VIRAT KOHLI 👑 against 🇵🇰 when INDIA were in the similar situation.,positive,positive,full_agreement
1434606255083909121,Sushil Kumar,@Raja_Babu_143 Sushil Kumar,neutral,neutral,majority_agreement
888762406234718213,Harmanpreet Kaur,"Avoid Bowling Spin To Harmanpreet Kaur, Nasser Hussain Advises England - https://t.co/wkopVxT1U1 https://t.co/szJHYFF1er",neutral,neutral,majority_agreement
1454342370296832005,Virat Kohli,"Pakistan's skipper Babar Azam yet broke another record set by Virat Kohli after becoming the quickest to make 1000 runs in T201 as captain.

#DailyScoopTv #BabarAzam
#PakvsAfg #Pakistan
#T20WorldCup https://t.co/AoQmdhDbT4",negative,negative,majority_agreement
1454425090540675084,Virat Kohli,"Important to have sixth bowling option, Hardik needs to be fit to bowl one or two overs: Virat Kohli | Cricket News – Times of India https://t.co/Ca23YO2BRc",neutral,neutral,majority_agreement
318429823544471552,Vijender Singh,"Vijender Singh consumed drugs 12 times. For a change, this time Jail would get an Olympian rather than a Politician.",negative,negative,full_agreement
1674100953543483394,Sakshi Malik,"@SakshiMalik अरे किसी को इसकी चिंता है कि नहीं कोई एयर लिफ्ट करवाओ सिंगापुर ले जाओ
जय चिमटा जय सरिया
निंदनीय घटना चाहे किसी ने भी करवाई हो किसी ने भी
अब डबल zz+ प्लस सुरक्षा देनी पड़ेगी",negative,negative,full_agreement
320178630003130368,Vijender Singh,"Cops used cellphone mapping to nail Vijender Singh: A mobile phone location finding technique, called route ma... http://t.co/Uoh9fDXA5k",negative,negative,full_agreement
1446405711378849793,Sushil Kumar,"@sushilkumar
Hi",neutral,neutral,majority_agreement
319474310563651584,Vijender Singh,"@coolfunnytshirt 
power of NADA, 1st Ram Singh now Vijender Singh",positive,positive,tie
1672205502145761280,Sakshi Malik,@SakshiMalik ये सिद्ध हो गया कि आप लोगों ने अपनी बात पर झूठी कहानी सुनाई है,negative,negative,full_agreement
532461319429976065,Sarita Devi,Sarita Devi faces long ban for her Asiad bronze protest: AIBA http://t.co/pFIfoWLoIf #news #timesofindia,negative,negative,full_agreement
354208533149007873,Vijender Singh,"@PlobalNow @sohamsabnis What happened to the boxer Vijender Singh? Also, spot fixing ka aage kya? Adds #MondayMasala to sleepy TL!",negative,negative,full_agreement
548839069174607872,Sarita Devi,#Indian #SuryaRay Sarita Devi Determined to Win an Olympic Medal: Sarita Devi is currently… http://t.co/IyIPu5gKeC #Indian @SuryaRay,positive,positive,full_agreement
1674406671995772928,Sakshi Malik,@Tveer_13 @BhimArmyChief @SakshiMalik @Phogat_Vinesh @BajrangPunia @SagrikaKissu @Tractor2twitr_P @ramanmann1974 @KedarSirohi @PunYaab @mandeeppunia1 @roat_mla @amarpreet_ka @jasveermuktsar @gurshamshir Wishing you a speedy recovery @BhimArmyChief,positive,positive,full_agreement
889021886142787584,Harmanpreet Kaur,Just seen that Harmanpreet Kaur hit 171 off 115 in the women's WC semi final. She got 100 off 92 so the last 23 balls got her 71! Wow,positive,positive,full_agreement
888702415980994560,Harmanpreet Kaur,WATCH: Harmanpreet Kaur ramps up seven outrageous sixes enroute to her unbeaten 171 vs Australia https://t.co/qBuo0NhaQZ,positive,positive,full_agreement
889533783917158402,Harmanpreet Kaur,Harmanpreet Kaur had a good tournament with both bat &amp; ball. #WWC17 https://t.co/BxggaTyWkn,positive,positive,full_agreement
1398534596891844608,Sushil Kumar,@PhogatFilms let's do session on sushil kumar wrestler,neutral,neutral,majority_agreement
1396741682184564740,Sushil Kumar,"Sushil Kumar biography: 13 things about Indian wrestler born in Baprola, Najafgarh, Delhi https://t.co/P3QQJ7WeyJ",neutral,neutral,full_agreement
890502514323460096,Harmanpreet Kaur,Thank you @Harmanpreet kaur i am your big friend i proud of you https://t.co/bqZNzH9TeY,positive,positive,full_agreement
545435552888008704,Sarita Devi,India's Sarita Devi banned for Asiad medal snub http://t.co/QGf7rk2tcS #UAE,negative,negative,full_agreement
532765839712202753,Sarita Devi,"Sports Ministry, IOA back Sarita Devi after AIBA says her career is ‘over’ http://t.co/omYt8SOMNY",positive,positive,majority_agreement
889834961720664064,Harmanpreet Kaur,"ICC Women's ODI rankings: Harmanpreet Kaur leaps to sixth spot, Jhulan Goswami moves up to second position  https://t.co/V9iPnRoAAO https://t.co/gR7ZTT7faK",positive,positive,full_agreement
1444974987585093638,Sushil Kumar,@Padmadeo @VikasCkatoch @amanthejourno Trials ne setting hote he na.. Jais sushil kumar ne bhi to kia tha.     Opponent ko harass karna...dhamkana,negative,negative,full_agreement
889145027036827649,Harmanpreet Kaur,#WWC17Final oh no..Harmanpreet kaur out just after reaching 50. :( #INDvENG #WomenInBlue,neutral,neutral,majority_agreement
889147760670253056,Harmanpreet Kaur,"60, 171* &amp; 51 in the last 3 games. 
All knockout situations.
Well played @ImHarmanpreet #HarmanPreetKaur 💟
#BleedBlue 💙🇮🇳💪
#ENGvIND 
#WWC17",positive,positive,full_agreement
1673173001255399424,Sakshi Malik,"@SakshiMalik @Phogat_Vinesh Option hae nai apke paas. Ab trials avoid karogi to career khatam. Sport pe dhyan to , congress ki dalali pe nehi",negative,negative,full_agreement
550089340735344641,Sarita Devi,Indian boxer Sarita Devi banned for one year http://t.co/P04hM34tTo,negative,negative,full_agreement
889412913626316801,Harmanpreet Kaur,"Harmanpreet Kaur is also in this special list. Check @
https://t.co/UYlYEXVA6S https://t.co/gh6Vdxtehp",positive,positive,full_agreement
318701078461943809,Vijender Singh,Vijender Singh says he bought heroin for the cast and crew of Himmatwala #KyaFoolHaiHum @Wooplr,negative,negative,full_agreement
906518000286801921,Harmanpreet Kaur,WORLD CUP STAR CRICKETER HARMANPREET KAUR GOT PROMOTION IN INDIAN RAILWAY : https://t.co/wJuerld53h https://t.co/mYzWVU2o4x,positive,positive,full_agreement
1673016588101115905,Sakshi Malik,"@AmitShah
@HMOIndia
@ianuragthakur
Please ban these fraud wrestlers, vinesh Bajrang poonia, Sakshi malik from wrestling for next three years and terminate their services, please don't remove Brij Bushan from chairman,he is honest,true and an efficient man
https://t.co/ZZiMz9ky5y",negative,negative,full_agreement
1672973035144617986,Sakshi Malik,@sanjeev_malik71 @SunilKu34645870 @SakshiMalik हम और आप तो वैसे महसुस कर रहे थे आपने देख लिया ?🙏,positive,positive,majority_agreement
1674382055948578816,Sakshi Malik,"भीम आर्मी अध्यक्ष चंद्रशेखर से मिलने पहुंचे पहलवान, 
भाई की रक्षा के लिए ओलंपिक मेडलिस्ट साक्षी मलिक ने बांधा काला डोरा। 
बजरंग पुनिया, साक्षी मलिक
भाईचारा जिंदाबाद 🙏
@BajrangPunia @SakshiMalik 
@BhimArmyChief https://t.co/HrKuH5sVhV",positive,positive,full_agreement
537582286179299328,Sarita Devi,India to appeal to AIBA to reconsider Sarita Devi's ban http://t.co/gH5sTG8eDs via @MBCTVODISHA http://t.co/jlx3GW0ZGW,positive,positive,full_agreement
537557628797194240,Sarita Devi,"I appeal to the entire country to be behind suspended boxer Sarita Devi: Sachin Tendulkar

http://t.co/9VZl3vB3Nl",positive,positive,full_agreement
1396323503104741380,Sushil Kumar,"Wrestler Sushil Kumar has been arrested in a case relating to the killing of 23-year-old Sagar Rana at Chhatrasal Stadium by a team of Special Cell, says Neeraj Thakur, Special CP-Special Cell.",negative,negative,full_agreement
532468183815294977,Sarita Devi,What is India's boxing federation doing? Wake up and fight for Sarita Devi. AIBA is being cruel and unfair to say the least.,positive,positive,full_agreement
1394666713086631941,Sushil Kumar,"Wrestler Sushil Kumar’s anticipatory bail petition dismissed

https://t.co/phKXrVk4Go",negative,negative,full_agreement
532443019023097856,Sarita Devi,"#Indian #SuryaRay Sarita Devi Faces Long Ban, Says AIBA: Sarita Devi refused to accept her Asian… http://t.co/KdVXVJmZ7N #Indian @SuryaRay",negative,negative,full_agreement
